run_id,run_name,start_time,status,param_model_type,param_evaluation,metric_test_mape,metric_test_rmse,metric_test_mae,metric_test_r2,param_timestamp,param_best_alpha,metric_val_mae,metric_train_r2,metric_train_mae,metric_train_rmse,metric_val_rmse,metric_val_r2,param_best_min_samples_split,param_best_n_estimators,param_best_subsample,param_best_max_depth,param_best_learning_rate,param_best_min_samples_leaf,param_best_max_features,param_data_quality_pass,param_dropped_rows,param_num_features,param_processing_timestamp,param_total_records,metric_price_std,metric_price_mean,metric_null_percentage
d6cf6a4d1a394b319e144ccb30ce08bf,best_model_test_20251129_164652,2025-11-29 16:46:52.187,FINISHED,Ridge,test_set,425.7462046039128,0.005354063479623784,0.0039584653710535225,-0.32662675997034873,,,,,,,,,,,,,,,,,,,,,,,
c54af717f4904cdd9680e0f2ba57e04c,Lasso_20251129_164638,2025-11-29 16:46:38.179,FINISHED,Lasso,,,,,,2025-11-29T16:46:40.182695,0.001,0.005625681684909133,0.0,0.0036986145014688957,0.005246304296191782,0.007638570020252202,-0.004019693526027934,,,,,,,,,,,,,,,
16f25139e1ba4c95a955aabf0174147c,Ridge_20251129_164628,2025-11-29 16:46:28.628,FINISHED,Ridge,,,,,,2025-11-29T16:46:29.938894,10.0,0.005471184108962956,0.08196382144039116,0.003642497337643237,0.005026704727491259,0.007526118986637848,0.02532401927875716,,,,,,,,,,,,,,,
d0393c0c4a2c49df9edee63b8af1bbc9,GradientBoosting_20251129_164600,2025-11-29 16:46:00.556,FINISHED,GradientBoosting,,,,,,2025-11-29T16:46:01.237450,,0.005558730636509196,0.012413182175577964,0.0036821133508624575,0.00521364095015687,0.007622900446456038,9.532379939258817e-05,10,100,0.8,2,0.001,,,,,,,,,,
8b1c1879287f4bf7b22d498645814142,RandomForest_20251129_164536,2025-11-29 16:45:36.451,FINISHED,RandomForest,,,,,,2025-11-29T16:45:37.145430,,0.006220803486202903,0.2923414315752595,0.0031685978562477892,0.0044133194247269756,0.008674301450992782,-0.29475359315401284,5,100,,5,,2,sqrt,,,,,,,,
b4a5ffc4ab9f4616803868317889b971,data_processing_20251129_164455,2025-11-29 16:45:10.985,FINISHED,,,,,,,,,,,,,,,,,,,,,,True,25,50,20251129_164455,682,7941.954351742962,96987.10236138054,0.0
783524473df9415293bfe67cbe768d98,righteous-moth-890,2025-11-29 16:40:37.127,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a47ba5ad4243467ea361506e3f64daf7,best_model_test_20251129_164027,2025-11-29 16:40:27.068,FINISHED,Ridge,test_set,425.7462046039128,0.005354063479623784,0.0039584653710535225,-0.32662675997034873,,,,,,,,,,,,,,,,,,,,,,,
3190d01c028042a08882f97e21706ff7,Lasso_20251129_164013,2025-11-29 16:40:13.105,FINISHED,Lasso,,,,,,2025-11-29T16:40:15.074122,0.001,0.005625681684909133,0.0,0.0036986145014688957,0.005246304296191782,0.007638570020252202,-0.004019693526027934,,,,,,,,,,,,,,,
ef414df1893449d2a13e0db1157b68e7,Ridge_20251129_164000,2025-11-29 16:40:00.111,FINISHED,Ridge,,,,,,2025-11-29T16:40:01.029617,10.0,0.005471184108962956,0.08196382144039116,0.003642497337643237,0.005026704727491259,0.007526118986637848,0.02532401927875716,,,,,,,,,,,,,,,
fabb8cf3839c4fba9d353a11ef2d4045,GradientBoosting_20251129_163934,2025-11-29 16:39:34.638,FINISHED,GradientBoosting,,,,,,2025-11-29T16:39:36.169679,,0.005558730636509196,0.012413182175577964,0.0036821133508624575,0.00521364095015687,0.007622900446456038,9.532379939258817e-05,10,100,0.8,2,0.001,,,,,,,,,,
b3f821f9907c4492ae007b928e430f06,RandomForest_20251129_163912,2025-11-29 16:39:12.259,FINISHED,RandomForest,,,,,,2025-11-29T16:39:13.000347,,0.006220803486202903,0.2923414315752595,0.0031685978562477892,0.0044133194247269756,0.008674301450992782,-0.29475359315401284,5,100,,5,,2,sqrt,,,,,,,,
9705d0fe7b814fa0bf19ab527cc90eaa,data_processing_20251129_163827,2025-11-29 16:38:44.916,FINISHED,,,,,,,,,,,,,,,,,,,,,,True,25,50,20251129_163827,682,7941.954351742962,96987.10236138054,0.0
3241763706b64ce3bec2af5c99bd402b,powerful-lynx-40,2025-11-29 16:37:18.323,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f1ab0a230fc42e5931bdb6e465ca34e,best_model_test_20251129_163708,2025-11-29 16:37:08.050,FINISHED,Ridge,test_set,425.7462046039128,0.005354063479623784,0.0039584653710535225,-0.32662675997034873,,,,,,,,,,,,,,,,,,,,,,,
20a085b5a2474db2802691ef2ac800ad,Lasso_20251129_163657,2025-11-29 16:36:57.802,FINISHED,Lasso,,,,,,2025-11-29T16:36:55.971413,0.001,0.005625681684909133,0.0,0.0036986145014688957,0.005246304296191782,0.007638570020252202,-0.004019693526027934,,,,,,,,,,,,,,,
f03d30a4b3d64bb7b1eb2742ab0ea75e,Ridge_20251129_163644,2025-11-29 16:36:44.368,FINISHED,Ridge,,,,,,2025-11-29T16:36:45.267607,10.0,0.005471184108962956,0.08196382144039116,0.003642497337643237,0.005026704727491259,0.007526118986637848,0.02532401927875716,,,,,,,,,,,,,,,
270174dcc9fd4137866688ccd32a9949,GradientBoosting_20251129_163603,2025-11-29 16:36:03.614,FINISHED,GradientBoosting,,,,,,2025-11-29T16:36:04.433731,,0.005558730636509196,0.012413182175577964,0.0036821133508624575,0.00521364095015687,0.007622900446456038,9.532379939258817e-05,10,100,0.8,2,0.001,,,,,,,,,,
3829d3c38d6d4cada0b4dd97afef2552,RandomForest_20251129_163522,2025-11-29 16:35:22.546,FINISHED,RandomForest,,,,,,2025-11-29T16:35:23.258416,,0.006220803486202902,0.2923414315752595,0.0031685978562477892,0.0044133194247269756,0.008674301450992782,-0.29475359315401284,5,100,,5,,2,sqrt,,,,,,,,
3fb1efaef38c41dba63cce30331cea85,data_processing_20251129_163445,2025-11-29 16:35:00.591,FINISHED,,,,,,,,,,,,,,,,,,,,,,True,25,50,20251129_163445,682,7941.954351742962,96987.10236138054,0.0
ee9fd91d70c74b84acc5b74695de2f1a,righteous-skunk-178,2025-11-29 16:33:32.070,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa7537ff1a7b475fa9c2077ed564dbf3,best_model_test_20251129_163321,2025-11-29 16:33:21.426,FINISHED,Ridge,test_set,425.7462046039128,0.005354063479623784,0.0039584653710535225,-0.32662675997034873,,,,,,,,,,,,,,,,,,,,,,,
f1f2f8b9173e4c26a02ebec43cf3d2ad,Lasso_20251129_163307,2025-11-29 16:33:07.288,FINISHED,Lasso,,,,,,2025-11-29T16:33:09.239782,0.001,0.005625681684909133,0.0,0.0036986145014688957,0.005246304296191782,0.007638570020252202,-0.004019693526027934,,,,,,,,,,,,,,,
33908131ebcc4c689678f2fe09ad93c1,Ridge_20251129_163258,2025-11-29 16:32:58.167,FINISHED,Ridge,,,,,,2025-11-29T16:32:59.163184,10.0,0.005471184108962956,0.08196382144039116,0.003642497337643237,0.005026704727491259,0.007526118986637848,0.02532401927875716,,,,,,,,,,,,,,,
2643d37fdc6546459318e6acbf907b14,GradientBoosting_20251129_163220,2025-11-29 16:32:20.777,FINISHED,GradientBoosting,,,,,,2025-11-29T16:32:21.485770,,0.005558730636509196,0.012413182175577964,0.0036821133508624575,0.00521364095015687,0.007622900446456038,9.532379939258817e-05,10,100,0.8,2,0.001,,,,,,,,,,
60c44b7b51f74640abfe46976aa14038,RandomForest_20251129_163133,2025-11-29 16:31:33.847,FINISHED,RandomForest,,,,,,2025-11-29T16:31:34.503250,,0.006220803486202903,0.2923414315752595,0.0031685978562477892,0.0044133194247269756,0.008674301450992784,-0.29475359315401306,5,100,,5,,2,sqrt,,,,,,,,
45cb60c2836b4c7299f60b47c4c4012d,data_processing_20251129_163059,2025-11-29 16:31:09.189,FINISHED,,,,,,,,,,,,,,,,,,,,,,True,25,50,20251129_163059,682,7941.954351742962,96987.10236138054,0.0
d3081b5f51844bbb9be57141c12e09bd,dashing-quail-461,2025-11-29 16:26:46.666,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1966be68b0b4e17ab90787c7c6a7b4e,best_model_test_20251129_162640,2025-11-29 16:26:41.024,FINISHED,Ridge,test_set,425.7462046039551,0.005354063479623773,0.003958465371053517,-0.3266267599703456,,,,,,,,,,,,,,,,,,,,,,,
20bd21b51a2742ea9420edb5cae0f6f1,Lasso_20251129_162626,2025-11-29 16:26:27.010,FINISHED,Lasso,,,,,,2025-11-29T16:26:28.845003,0.001,0.005625681684909137,0.0,0.003698614501468896,0.005246304296191787,0.007638570020252201,-0.004019693526027712,,,,,,,,,,,,,,,
74c9189234334a2ba46b61f08429e039,Ridge_20251129_162612,2025-11-29 16:26:12.575,FINISHED,Ridge,,,,,,2025-11-29T16:26:14.073450,10.0,0.005471184108962964,0.08196382144039105,0.0036424973376432404,0.005026704727491263,0.007526118986637847,0.02532401927875738,,,,,,,,,,,,,,,
c51ba891a5c84258aa4750e79a43c7d8,GradientBoosting_20251129_162545,2025-11-29 16:25:45.448,FINISHED,GradientBoosting,,,,,,2025-11-29T16:25:46.856678,,0.00555838584792581,0.012426131106007321,0.0036820879604740095,0.005213606770227562,0.007621917654284564,0.00035313515271262474,10,100,0.8,2,0.001,,,,,,,,,,
b090a8749d9b4f07b56d557ec6677938,RandomForest_20251129_162516,2025-11-29 16:25:16.677,FINISHED,RandomForest,,,,,,2025-11-29T16:25:17.464541,,0.006044177849059978,0.29196650363292653,0.0031697545660062483,0.004414488390761304,0.008542350357395636,-0.2556623219254637,5,100,,5,,2,sqrt,,,,,,,,
3fcfbe445f104fe782647ee4674d2c3b,data_processing_20251129_162453,2025-11-29 16:24:56.376,FINISHED,,,,,,,,,,,,,,,,,,,,,,True,25,50,20251129_162453,682,7941.954351742962,96987.10236138054,0.0
26b24001094149619ae207c28f19f82a,rumbling-squid-2,2025-11-29 16:23:46.434,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
